GDP,Population,Energy_consumption,per_capita_production,Energy_intensity_by_GDP,balance,energy_dependecy,use_intensity_pc,co2_pc,clusters,energy_type,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America
205.944,4361.878,1.236,411.008,8.705,0.008,0.006,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
216.342,4384.178,0.026,386.497,7.832,-0.019,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
216.342,4384.178,1.114,386.497,7.832,-0.048,0.005,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
216.342,4384.178,0.441,386.497,7.832,6.142,0.002,0.0,0.006,2,3,0.0,0.0,1.0,0.0,0.0,0.0
216.342,4384.178,0.113,386.497,7.832,1.492,0.001,0.0,0.001,3,2,0.0,0.0,1.0,0.0,0.0,0.0
227.721,4408.27,1.14,396.873,7.683,-0.027,0.005,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
227.721,4408.27,0.442,396.873,7.683,6.223,0.002,0.0,0.007,2,3,0.0,0.0,1.0,0.0,0.0,0.0
227.721,4408.27,0.142,396.873,7.683,1.653,0.001,0.0,0.001,3,2,0.0,0.0,1.0,0.0,0.0,0.0
227.721,4408.27,0.025,396.873,7.683,-0.015,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
233.756,4434.93,1.2,408.471,7.75,-0.029,0.005,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
233.756,4434.93,0.446,408.471,7.75,5.933,0.002,0.0,0.007,2,3,0.0,0.0,1.0,0.0,0.0,0.0
233.756,4434.93,0.138,408.471,7.75,1.634,0.001,0.0,0.002,3,2,0.0,0.0,1.0,0.0,0.0,0.0
233.756,4434.93,0.028,408.471,7.75,-0.019,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
238.401,4466.06,0.027,421.983,7.905,-0.016,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
238.401,4466.06,0.447,421.983,7.905,5.937,0.002,0.0,0.007,2,3,0.0,0.0,1.0,0.0,0.0,0.0
238.401,4466.06,0.168,421.983,7.905,1.736,0.001,0.0,0.002,3,2,0.0,0.0,1.0,0.0,0.0,0.0
238.401,4466.06,1.243,421.983,7.905,-0.01,0.005,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
246.068,4494.085,0.027,441.681,8.067,-0.009,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
246.068,4494.085,1.386,441.681,8.067,0.05,0.006,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
246.068,4494.085,0.42,441.681,8.067,6.404,0.002,0.0,0.007,2,3,0.0,0.0,1.0,0.0,0.0,0.0
246.068,4494.085,0.152,441.681,8.067,1.87,0.001,0.0,0.002,2,2,0.0,0.0,1.0,0.0,0.0,0.0
251.061,4516.33,0.024,420.675,7.568,0.026,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
251.061,4516.33,1.262,420.675,7.568,-0.026,0.005,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
251.061,4516.33,0.439,420.675,7.568,6.478,0.002,0.0,0.006,2,3,0.0,0.0,1.0,0.0,0.0,0.0
251.061,4516.33,0.176,420.675,7.568,1.922,0.001,0.0,0.002,3,2,0.0,0.0,1.0,0.0,0.0,0.0
254.241,4541.683,1.284,428.129,7.648,0.023,0.005,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
254.241,4541.683,0.434,428.129,7.648,6.311,0.002,0.0,0.006,2,3,0.0,0.0,1.0,0.0,0.0,0.0
254.241,4541.683,0.205,428.129,7.648,2.374,0.001,0.0,0.002,2,2,0.0,0.0,1.0,0.0,0.0,0.0
254.241,4541.683,0.021,428.129,7.648,0.039,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
256.741,4568.005,1.102,398.263,7.086,-0.038,0.004,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
256.741,4568.005,0.458,398.263,7.086,6.134,0.002,0.0,0.006,2,3,0.0,0.0,1.0,0.0,0.0,0.0
256.741,4568.005,0.239,398.263,7.086,2.653,0.001,0.0,0.002,2,2,0.0,0.0,1.0,0.0,0.0,0.0
256.741,4568.005,0.02,398.263,7.086,0.062,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
266.954,4595.522,0.304,413.242,7.114,2.872,0.001,0.0,0.003,2,2,0.0,0.0,1.0,0.0,0.0,0.0
266.954,4595.522,0.023,413.242,7.114,0.059,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
266.954,4595.522,1.138,413.242,7.114,-0.052,0.004,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
266.954,4595.522,0.435,413.242,7.114,6.015,0.002,0.0,0.006,2,3,0.0,0.0,1.0,0.0,0.0,0.0
274.214,4627.522,0.019,429.436,7.247,0.022,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
274.214,4627.522,0.445,429.436,7.247,5.519,0.002,0.0,0.006,2,3,0.0,0.0,1.0,0.0,0.0,0.0
274.214,4627.522,0.201,429.436,7.247,3.099,0.001,0.0,0.003,2,2,0.0,0.0,1.0,0.0,0.0,0.0
274.214,4627.522,1.322,429.436,7.247,0.03,0.005,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
280.912,4665.79,0.017,385.414,6.402,0.051,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
280.912,4665.79,1.197,385.414,6.402,-0.014,0.004,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
280.912,4665.79,0.457,385.414,6.402,5.106,0.002,0.0,0.006,2,3,0.0,0.0,1.0,0.0,0.0,0.0
280.912,4665.79,0.128,385.414,6.402,3.182,0.0,0.0,0.002,2,2,0.0,0.0,1.0,0.0,0.0,0.0
289.125,4716.155,1.3,417.191,6.805,0.022,0.004,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
289.125,4716.155,0.483,417.191,6.805,4.626,0.002,0.0,0.006,2,3,0.0,0.0,1.0,0.0,0.0,0.0
289.125,4716.155,0.166,417.191,6.805,3.207,0.001,0.0,0.001,3,2,0.0,0.0,1.0,0.0,0.0,0.0
289.125,4716.155,0.018,417.191,6.805,0.096,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
289.715,4775.97,1.336,405.806,6.69,0.034,0.005,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
289.715,4775.97,0.453,405.806,6.69,4.473,0.002,0.0,0.006,2,3,0.0,0.0,1.0,0.0,0.0,0.0
289.715,4775.97,0.131,405.806,6.69,3.603,0.0,0.0,0.002,2,2,0.0,0.0,1.0,0.0,0.0,0.0
289.715,4775.97,0.019,405.806,6.69,0.077,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
286.001,4836.095,0.014,395.594,6.689,0.06,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
286.001,4836.095,0.453,395.594,6.689,4.226,0.002,0.0,0.006,2,3,0.0,0.0,1.0,0.0,0.0,0.0
286.001,4836.095,0.246,395.594,6.689,3.656,0.001,0.0,0.001,2,2,0.0,0.0,1.0,0.0,0.0,0.0
286.001,4836.095,1.2,395.594,6.689,0.023,0.004,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
287.223,4897.018,0.018,382.435,6.52,0.036,0.0,0.0,0.0,1,4,0.0,0.0,1.0,0.0,0.0,0.0
287.223,4897.018,1.185,382.435,6.52,-0.038,0.004,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
287.223,4897.018,0.462,382.435,6.52,3.799,0.002,0.0,0.006,2,3,0.0,0.0,1.0,0.0,0.0,0.0
287.223,4897.018,0.207,382.435,6.52,3.794,0.001,0.0,0.003,2,2,0.0,0.0,1.0,0.0,0.0,0.0
290.52,4961.285,0.019,366.67,6.262,0.02,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
290.52,4961.285,1.183,366.67,6.262,0.001,0.004,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
290.52,4961.285,0.446,366.67,6.262,3.61,0.002,0.0,0.006,2,3,0.0,0.0,1.0,0.0,0.0,0.0
290.52,4961.285,0.171,366.67,6.262,3.629,0.001,0.0,0.002,2,2,0.0,0.0,1.0,0.0,0.0,0.0
297.963,5026.745,1.315,384.644,6.489,0.047,0.004,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
297.963,5026.745,0.436,384.644,6.489,3.365,0.001,0.0,0.006,2,3,0.0,0.0,1.0,0.0,0.0,0.0
297.963,5026.745,0.162,384.644,6.489,4.122,0.001,0.0,0.002,2,2,0.0,0.0,1.0,0.0,0.0,0.0
297.963,5026.745,0.02,384.644,6.489,0.014,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
301.181,5086.71,1.235,373.697,6.311,0.005,0.004,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
301.181,5086.71,0.452,373.697,6.311,3.176,0.002,0.0,0.005,2,3,0.0,0.0,1.0,0.0,0.0,0.0
301.181,5086.71,0.192,373.697,6.311,3.867,0.001,0.0,0.002,2,2,0.0,0.0,1.0,0.0,0.0,0.0
301.181,5086.71,0.021,373.697,6.311,0.031,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
307.639,5144.545,0.022,377.869,6.319,0.025,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
307.639,5144.545,0.436,377.869,6.319,3.287,0.001,0.0,0.006,2,3,0.0,0.0,1.0,0.0,0.0,0.0
307.639,5144.545,0.218,377.869,6.319,3.83,0.001,0.0,0.002,2,2,0.0,0.0,1.0,0.0,0.0,0.0
307.639,5144.545,1.268,377.869,6.319,0.04,0.004,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
313.241,5194.135,1.264,370.663,6.146,0.038,0.004,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
313.241,5194.135,0.446,370.663,6.146,3.393,0.001,0.0,0.005,2,3,0.0,0.0,1.0,0.0,0.0,0.0
313.241,5194.135,0.195,370.663,6.146,4.165,0.001,0.0,0.002,2,2,0.0,0.0,1.0,0.0,0.0,0.0
313.241,5194.135,0.021,370.663,6.146,0.01,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
314.312,5240.47,1.293,370.694,6.181,0.046,0.004,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
314.312,5240.47,0.444,370.694,6.181,3.497,0.001,0.0,0.005,2,3,0.0,0.0,1.0,0.0,0.0,0.0
314.312,5240.47,0.186,370.694,6.181,4.149,0.001,0.0,0.002,2,2,0.0,0.0,1.0,0.0,0.0,0.0
314.312,5240.47,0.02,370.694,6.181,0.003,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
323.056,5281.63,0.151,363.184,5.938,4.457,0.0,0.0,0.002,2,2,0.0,0.0,1.0,0.0,0.0,0.0
323.056,5281.63,0.022,363.184,5.938,-0.018,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
323.056,5281.63,1.295,363.184,5.938,0.044,0.004,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
323.056,5281.63,0.45,363.184,5.938,3.426,0.001,0.0,0.005,2,3,0.0,0.0,1.0,0.0,0.0,0.0
327.858,5315.99,0.022,360.201,5.84,-0.017,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
327.858,5315.99,0.466,360.201,5.84,3.177,0.001,0.0,0.005,2,3,0.0,0.0,1.0,0.0,0.0,0.0
327.858,5315.99,0.153,360.201,5.84,4.383,0.0,0.0,0.002,2,2,0.0,0.0,1.0,0.0,0.0,0.0
327.858,5315.99,1.274,360.201,5.84,0.027,0.004,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
330.282,5352.817,0.156,333.833,5.41,4.117,0.0,0.0,0.002,2,2,0.0,0.0,1.0,0.0,0.0,0.0
330.282,5352.817,0.022,333.833,5.41,-0.018,0.0,0.0,0.001,1,4,0.0,0.0,1.0,0.0,0.0,0.0
330.282,5352.817,1.165,333.833,5.41,-0.007,0.004,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0
330.282,5352.817,0.444,333.833,5.41,2.979,0.001,0.0,0.005,2,3,0.0,0.0,1.0,0.0,0.0,0.0
133.08,1154.37,0.035,55.995,0.0,0.574,0.0,0.0,0.0,3,3,0.0,1.0,0.0,0.0,0.0,0.0
133.08,1154.37,0.029,55.995,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1.0,0.0,0.0,0.0,0.0
133.08,1154.37,0.0,55.995,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
66.826,1154.37,0.0,55.995,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
135.126,1220.58,0.035,57.167,0.0,0.651,0.0,0.0,0.002,3,3,0.0,1.0,0.0,0.0,0.0,0.0
135.126,1220.58,0.035,57.167,0.0,0.0,0.0,0.0,0.001,1,2,0.0,1.0,0.0,0.0,0.0,0.0
135.126,1220.58,0.0,57.167,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
69.938,1220.58,0.0,57.167,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
135.432,1290.12,0.041,65.397,0.0,0.656,0.0,0.0,0.002,3,3,0.0,1.0,0.0,0.0,0.0,0.0
135.432,1290.12,0.043,65.397,0.0,0.0,0.0,0.0,0.001,1,2,0.0,1.0,0.0,0.0,0.0,0.0
135.432,1290.12,0.0,65.397,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
70.588,1290.12,0.0,65.397,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
140.432,1361.08,0.0,71.202,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
140.432,1361.08,0.044,71.202,0.0,0.763,0.0,0.0,0.002,3,3,0.0,1.0,0.0,0.0,0.0,0.0
140.432,1361.08,0.053,71.202,0.0,0.0,0.0,0.0,0.002,1,2,0.0,1.0,0.0,0.0,0.0,0.0
140.432,1361.08,0.0,71.202,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
149.206,1431.07,0.0,70.684,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
149.206,1431.07,0.052,70.684,0.0,0.842,0.0,0.0,0.002,3,3,0.0,1.0,0.0,0.0,0.0,0.0
149.206,1431.07,0.049,70.684,0.0,0.0,0.0,0.0,0.002,1,2,0.0,1.0,0.0,0.0,0.0,0.0
149.206,1431.07,0.0,70.684,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
157.937,1498.41,0.062,79.917,0.0,1.011,0.0,0.0,0.002,3,3,0.0,1.0,0.0,0.0,0.0,0.0
157.937,1498.41,0.058,79.917,0.0,0.0,0.0,0.0,0.002,1,2,0.0,1.0,0.0,0.0,0.0,0.0
157.937,1498.41,0.0,79.917,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
77.79,1498.41,0.0,79.917,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
164.485,1561.18,0.061,86.233,0.0,1.145,0.0,0.0,0.003,3,3,0.0,1.0,0.0,0.0,0.0,0.0
164.485,1561.18,0.073,86.233,0.0,0.0,0.0,0.0,0.002,1,2,0.0,1.0,0.0,0.0,0.0,0.0
164.485,1561.18,0.0,86.233,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
79.895,1561.18,0.0,86.233,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
167.295,1619.87,0.084,85.715,0.0,0.0,0.001,0.0,0.002,1,2,0.0,1.0,0.0,0.0,0.0,0.0
167.295,1619.87,0.0,85.715,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
167.295,1619.87,0.055,85.715,0.0,1.202,0.0,0.0,0.003,3,3,0.0,1.0,0.0,0.0,0.0,0.0
167.295,1619.87,0.0,85.715,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
44.843,1678.12,0.076,77.567,2.903,0.0,0.002,0.0,0.003,1,2,0.0,1.0,0.0,0.0,0.0,0.0
44.843,1678.12,0.0,77.567,2.903,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
44.843,1678.12,0.054,77.567,2.903,1.282,0.001,0.0,0.002,3,3,0.0,1.0,0.0,0.0,0.0,0.0
44.843,1678.12,0.0,77.567,2.903,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
46.181,1741.16,0.0,96.531,3.64,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
46.181,1741.16,0.064,96.531,3.64,1.325,0.001,0.0,0.002,3,3,0.0,1.0,0.0,0.0,0.0,0.0
46.181,1741.16,0.104,96.531,3.64,0.0,0.002,0.0,0.002,1,2,0.0,1.0,0.0,0.0,0.0,0.0
46.181,1741.16,0.0,96.531,3.64,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
50.051,1812.16,0.079,100.956,3.655,1.405,0.002,0.0,0.003,3,3,0.0,1.0,0.0,0.0,0.0,0.0
50.051,1812.16,0.104,100.956,3.655,0.0,0.002,0.0,0.003,0,2,0.0,1.0,0.0,0.0,0.0,0.0
50.051,1812.16,0.0,100.956,3.655,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
50.051,1812.16,0.0,100.956,3.655,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
53.073,1893.76,0.0,101.578,3.625,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
53.073,1893.76,0.08,101.578,3.625,1.433,0.001,0.0,0.003,3,3,0.0,1.0,0.0,0.0,0.0,0.0
53.073,1893.76,0.113,101.578,3.625,0.0,0.002,0.0,0.003,0,2,0.0,1.0,0.0,0.0,0.0,0.0
53.073,1893.76,0.0,101.578,3.625,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
57.582,1983.27,0.081,102.549,3.532,1.519,0.001,0.0,0.003,3,3,0.0,1.0,0.0,0.0,0.0,0.0
57.582,1983.27,0.122,102.549,3.532,0.0,0.002,0.0,0.003,0,2,0.0,1.0,0.0,0.0,0.0,0.0
57.582,1983.27,0.0,102.549,3.532,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
57.582,1983.27,0.0,102.549,3.532,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
61.119,2072.11,0.081,109.649,3.717,1.59,0.001,0.0,0.003,3,3,0.0,1.0,0.0,0.0,0.0,0.0
61.119,2072.11,0.146,109.649,3.717,0.0,0.002,0.0,0.003,0,2,0.0,1.0,0.0,0.0,0.0,0.0
61.119,2072.11,0.0,109.649,3.717,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
61.119,2072.11,0.0,109.649,3.717,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
63.47,2148.42,0.083,110.208,3.73,1.662,0.001,0.0,0.003,3,3,0.0,1.0,0.0,0.0,0.0,0.0
63.47,2148.42,0.0,110.208,3.73,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
63.47,2148.42,0.153,110.208,3.73,0.004,0.002,0.0,0.004,0,2,0.0,1.0,0.0,0.0,0.0,0.0
63.47,2148.42,0.0,110.208,3.73,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
66.535,2204.27,0.0,101.354,3.358,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
66.535,2204.27,0.088,101.354,3.358,1.753,0.001,0.0,0.003,3,3,0.0,1.0,0.0,0.0,0.0,0.0
66.535,2204.27,0.136,101.354,3.358,0.018,0.002,0.0,0.004,0,2,0.0,1.0,0.0,0.0,0.0,0.0
66.535,2204.27,0.0,101.354,3.358,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
68.461,2236.65,0.096,102.918,3.362,1.818,0.001,0.0,0.003,3,3,0.0,1.0,0.0,0.0,0.0,0.0
68.461,2236.65,0.134,102.918,3.362,0.018,0.002,0.0,0.003,0,2,0.0,1.0,0.0,0.0,0.0,0.0
68.461,2236.65,0.0,102.918,3.362,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
68.461,2236.65,0.0,102.918,3.362,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
72.69,2249.76,0.166,118.579,3.67,0.018,0.002,0.0,0.003,0,2,0.0,1.0,0.0,0.0,0.0,0.0
72.69,2249.76,0.0,118.579,3.67,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
72.69,2249.76,0.101,118.579,3.67,1.846,0.001,0.0,0.003,3,3,0.0,1.0,0.0,0.0,0.0,0.0
72.69,2249.76,0.0,118.579,3.67,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
74.655,2251.86,0.243,153.221,4.622,0.017,0.003,0.0,0.004,0,2,0.0,1.0,0.0,0.0,0.0,0.0
74.655,2251.86,0.0,153.221,4.622,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
74.655,2251.86,0.102,153.221,4.622,1.835,0.001,0.0,0.003,3,3,0.0,1.0,0.0,0.0,0.0,0.0
74.655,2251.86,0.0,153.221,4.622,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
74.902,2254.9,0.0,133.665,4.024,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
74.902,2254.9,0.111,133.665,4.024,1.848,0.001,0.0,0.003,3,3,0.0,1.0,0.0,0.0,0.0,0.0
74.902,2254.9,0.19,133.665,4.024,0.017,0.003,0.0,0.006,0,2,0.0,1.0,0.0,0.0,0.0,0.0
74.902,2254.9,0.0,133.665,4.024,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
79.809,2267.97,0.135,161.587,4.592,1.956,0.002,0.0,0.004,3,3,0.0,1.0,0.0,0.0,0.0,0.0
79.809,2267.97,0.232,161.587,4.592,0.105,0.003,0.0,0.004,0,2,0.0,1.0,0.0,0.0,0.0,0.0
79.809,2267.97,0.0,161.587,4.592,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
79.809,2267.97,0.0,161.587,4.592,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
83.387,2294.96,0.151,168.045,4.625,1.811,0.002,0.0,0.003,3,3,0.0,1.0,0.0,0.0,0.0,0.0
83.387,2294.96,0.234,168.045,4.625,0.282,0.003,0.0,0.005,0,2,0.0,1.0,0.0,0.0,0.0,0.0
83.387,2294.96,0.0,168.045,4.625,0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
83.387,2294.96,0.0,168.045,4.625,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
82.469,2334.86,0.242,177.358,5.021,0.313,0.003,0.0,0.005,0,2,0.0,1.0,0.0,0.0,0.0,0.0
82.469,2334.86,0.0,177.358,5.021,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
82.469,2334.86,0.172,177.358,5.021,1.757,0.002,0.0,0.003,3,3,0.0,1.0,0.0,0.0,0.0,0.0
82.469,2334.86,0.0,177.358,5.021,-0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
80.268,2386.16,0.236,167.945,4.993,0.348,0.003,0.0,0.005,0,2,0.0,1.0,0.0,0.0,0.0,0.0
80.268,2386.16,0.0,167.945,4.993,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
80.268,2386.16,0.164,167.945,4.993,1.601,0.002,0.0,0.004,3,3,0.0,1.0,0.0,0.0,0.0,0.0
80.268,2386.16,0.0,167.945,4.993,-0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
81.305,2445.52,0.153,163.713,4.924,1.469,0.002,0.0,0.003,3,3,0.0,1.0,0.0,0.0,0.0,0.0
81.305,2445.52,0.247,163.713,4.924,0.389,0.003,0.0,0.005,0,2,0.0,1.0,0.0,0.0,0.0,0.0
81.305,2445.52,0.0,163.713,4.924,-0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
81.305,2445.52,0.0,163.713,4.924,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
83.33,2511.25,0.0,204.954,6.177,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
83.33,2511.25,0.169,204.954,6.177,1.503,0.002,0.0,0.004,2,3,0.0,1.0,0.0,0.0,0.0,0.0
83.33,2511.25,0.346,204.954,6.177,0.393,0.004,0.0,0.005,0,2,0.0,1.0,0.0,0.0,0.0,0.0
83.33,2511.25,0.0,204.954,6.177,-0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
87.807,2580.75,0.188,227.191,6.677,1.405,0.002,0.0,0.004,2,3,0.0,1.0,0.0,0.0,0.0,0.0
87.807,2580.75,0.398,227.191,6.677,0.478,0.005,0.0,0.007,0,2,0.0,1.0,0.0,0.0,0.0,0.0
87.807,2580.75,0.0,227.191,6.677,-0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
87.807,2580.75,0.0,227.191,6.677,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
91.716,2657.16,0.393,227.836,6.601,0.47,0.004,0.0,0.008,0,2,0.0,1.0,0.0,0.0,0.0,0.0
91.716,2657.16,0.0,227.836,6.601,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
91.716,2657.16,0.212,227.836,6.601,1.32,0.002,0.0,0.005,2,3,0.0,1.0,0.0,0.0,0.0,0.0
91.716,2657.16,0.0,227.836,6.601,-0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
99.237,2750.96,0.487,277.018,7.679,0.375,0.005,0.0,0.008,0,2,0.0,1.0,0.0,0.0,0.0,0.0
99.237,2750.96,0.0,277.018,7.679,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
99.237,2750.96,0.274,277.018,7.679,1.361,0.003,0.0,0.005,2,3,0.0,1.0,0.0,0.0,0.0,0.0
99.237,2750.96,0.0,277.018,7.679,-0.0,0.0,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0
